Month,Total Crimes,Clearances,Prosecuted %,Crime(Per 100k),Prosecutions(Per 100k),Total Pop,Partic Pop,Pop Coverage
2009-01-01,61216,7430,0.12,20.55,2.49,307006550,297872157,97.02
2009-02-01,51413,6259,0.12,17.26,2.1,307006550,297902742,97.03
2009-03-01,61588,6779,0.11,20.69,2.28,307006550,297701439,96.97
2009-04-01,56885,6375,0.11,19.12,2.14,307006550,297505478,96.91
2009-05-01,59908,6678,0.11,20.13,2.24,307006550,297612822,96.94
2009-06-01,77690,7904,0.1,26.12,2.66,307006550,297467155,96.89
2009-07-01,63799,7099,0.11,21.47,2.39,307006550,297149727,96.79
2009-08-01,63312,7012,0.11,21.32,2.36,307006550,296914289,96.71
2009-09-01,61854,6482,0.1,20.85,2.19,307006550,296600302,96.61
2009-10-01,59446,6385,0.11,20.06,2.15,307006550,296413155,96.55
2009-11-01,56864,5854,0.1,19.22,1.98,307006550,295873229,96.37
2009-12-01,109788,14904,0.14,37.09,5.03,307006550,296009686,96.42
2010-01-01,55046,6004,0.11,18.14,1.98,308745538,303465956,98.29
2010-02-01,45039,5097,0.11,14.85,1.68,308745538,303225863,98.21
2010-03-01,56256,6093,0.11,18.55,2.01,308745538,303254029,98.22
2010-04-01,52630,5722,0.11,17.37,1.89,308745538,302926451,98.12
2010-05-01,55755,5831,0.1,18.41,1.93,308745538,302829979,98.08
2010-06-01,71732,7348,0.1,23.69,2.43,308745538,302746152,98.06
2010-07-01,60794,6637,0.11,20.11,2.2,308745538,302335128,97.92
2010-08-01,61199,6751,0.11,20.25,2.23,308745538,302209118,97.88
2010-09-01,59524,6033,0.1,19.71,2.0,308745538,301962050,97.8
2010-10-01,56693,5869,0.1,18.81,1.95,308745538,301354323,97.61
2010-11-01,54205,5496,0.1,18.0,1.83,308745538,301146767,97.54
2010-12-01,100162,12745,0.13,33.35,4.24,308745538,300330199,97.27
2011-01-01,52557,5723,0.11,17.18,1.87,311591917,305869067,98.16
2011-02-01,42316,5056,0.12,13.84,1.65,311591917,305762224,98.13
2011-03-01,52896,5818,0.11,17.3,1.9,311591917,305797962,98.14
2011-04-01,51211,5545,0.11,16.74,1.81,311591917,305843337,98.16
2011-05-01,55433,5855,0.11,18.13,1.92,311591917,305734739,98.12
2011-06-01,74659,8528,0.11,24.42,2.79,311591917,305705196,98.11
2011-07-01,60687,6294,0.1,19.86,2.06,311591917,305605183,98.08
2011-08-01,60029,6698,0.11,19.66,2.19,311591917,305291489,97.98
2011-09-01,59458,6267,0.11,19.5,2.06,311591917,304960684,97.87
2011-10-01,56585,6164,0.11,18.56,2.02,311591917,304814697,97.82
2011-11-01,55398,5700,0.1,18.19,1.87,311591917,304525101,97.73
2011-12-01,87746,10705,0.12,28.83,3.52,311591917,304330525,97.67
2012-01-01,54930,6326,0.12,17.78,2.05,313914040,308979088,98.43
2012-02-01,45643,5580,0.12,14.78,1.81,313914040,308909956,98.41
2012-03-01,52730,6081,0.12,17.07,1.97,313914040,308845956,98.39
2012-04-01,51114,5896,0.12,16.55,1.91,313914040,308788257,98.37
2012-05-01,56053,6513,0.12,18.18,2.11,313914040,308385008,98.24
2012-06-01,65764,7020,0.11,21.35,2.28,313914040,308084649,98.14
2012-07-01,61149,6677,0.11,19.86,2.17,313914040,307975035,98.11
2012-08-01,60504,6660,0.11,19.66,2.16,313914040,307719975,98.03
2012-09-01,59117,6010,0.1,19.23,1.96,313914040,307384985,97.92
2012-10-01,58183,6209,0.11,18.94,2.02,313914040,307230148,97.87
2012-11-01,55017,5658,0.1,17.93,1.84,313914040,306921402,97.77
2012-12-01,95696,11387,0.12,31.22,3.72,313914040,306513534,97.64
2013-01-01,56865,6618,0.12,18.31,2.13,316128839,310576794,98.24
2013-02-01,46255,5629,0.12,14.91,1.81,316128839,310271080,98.15
2013-03-01,50975,5970,0.12,16.45,1.93,316128839,309972605,98.05
2013-04-01,51034,6143,0.12,16.49,1.98,316128839,309523762,97.91
2013-05-01,53963,6365,0.12,17.44,2.06,316128839,309498578,97.9
2013-06-01,63317,7320,0.12,20.47,2.37,316128839,309294212,97.84
2013-07-01,59835,16900,0.28,19.44,5.49,316128839,307854935,97.38
2013-08-01,59090,7105,0.12,19.21,2.31,316128839,307621926,97.31
2013-09-01,56708,6665,0.12,18.46,2.17,316128839,307268375,97.2
2013-10-01,57040,8787,0.15,18.56,2.86,316128839,307255556,97.19
2013-11-01,53006,5960,0.11,17.28,1.94,316128839,306817072,97.05
2013-12-01,81951,11649,0.14,26.89,3.82,316128839,304776218,96.41
2014-01-01,54142,6850,0.13,17.33,2.19,318857056,312343277,97.96
2014-02-01,44226,5796,0.13,14.18,1.86,318857056,311975750,97.84
2014-03-01,49139,6270,0.13,15.79,2.02,318857056,311115241,97.57
2014-04-01,49727,6353,0.13,16.0,2.04,318857056,310864345,97.49
2014-05-01,53042,6610,0.12,17.08,2.13,318857056,310519028,97.39
2014-06-01,61375,7195,0.12,19.8,2.32,318857056,309932837,97.2
2014-07-01,58786,7021,0.12,18.97,2.27,318857056,309957772,97.21
2014-08-01,56772,6707,0.12,18.34,2.17,318857056,309592091,97.09
2014-09-01,55065,6462,0.12,17.78,2.09,318857056,309691885,97.13
2014-10-01,53966,6469,0.12,17.43,2.09,318857056,309549608,97.08
2014-11-01,52192,5718,0.11,16.87,1.85,318857056,309428755,97.04
2014-12-01,86279,12369,0.14,27.82,3.99,318857056,310177576,97.28
2015-01-01,54380,6595,0.12,17.26,2.09,321418820,315071316,98.03
2015-02-01,43967,5838,0.13,13.96,1.85,321418820,314918967,97.98
2015-03-01,50337,6564,0.13,15.98,2.08,321418820,315019909,98.01
2015-04-01,49621,6432,0.13,15.78,2.04,321418820,314529557,97.86
2015-05-01,54116,6435,0.12,17.22,2.05,321418820,314229401,97.76
2015-06-01,63209,7782,0.12,20.18,2.48,321418820,313254614,97.46
2015-07-01,59820,7474,0.12,19.11,2.39,321418820,313044018,97.39
2015-08-01,59935,7273,0.12,19.11,2.32,321418820,313656051,97.58
2015-09-01,58755,6966,0.12,18.81,2.23,321418820,312433880,97.2
2015-10-01,57783,6854,0.12,18.43,2.19,321418820,313567800,97.56
2015-11-01,55290,6281,0.11,17.69,2.01,321418820,312506497,97.23
2015-12-01,91174,14114,0.15,29.25,4.53,321418820,311693841,96.97
2016-01-01,58990,7282,0.12,18.63,2.3,323127513,316674065,98.0
2016-02-01,50303,6517,0.13,15.9,2.06,323127513,316415636,97.92
2016-03-01,53766,7207,0.13,16.99,2.28,323127513,316471293,97.94
2016-04-01,54042,6807,0.13,17.1,2.15,323127513,316125535,97.83
2016-05-01,57810,7310,0.13,18.3,2.31,323127513,315925285,97.77
2016-06-01,65783,8610,0.13,20.81,2.72,323127513,316056194,97.81
2016-07-01,63018,7386,0.12,19.96,2.34,323127513,315751466,97.72
2016-08-01,65235,8173,0.13,20.66,2.59,323127513,315690642,97.7
2016-09-01,62243,7565,0.12,19.74,2.4,323127513,315354487,97.59
2016-10-01,64324,7644,0.12,20.42,2.43,323127513,315080739,97.51
2016-11-01,61606,7411,0.12,19.56,2.35,323127513,314924961,97.46
2016-12-01,99233,15000,0.15,31.52,4.76,323127513,314862034,97.44
2017-01-01,64227,8132,0.13,20.14,2.55,329056355,318925181,96.92
2017-02-01,54032,7293,0.13,16.98,2.29,329056355,318294731,96.73
2017-03-01,56373,7612,0.14,17.71,2.39,329056355,318328908,96.74
2017-04-01,55400,6988,0.13,17.41,2.2,329056355,318225731,96.71
2017-05-01,59034,7859,0.13,18.56,2.47,329056355,318040547,96.65
2017-06-01,59731,7897,0.13,18.81,2.49,329056355,317587044,96.51
2017-07-01,63910,8122,0.13,20.14,2.56,329056355,317398774,96.46
2017-08-01,63413,8464,0.13,19.99,2.67,329056355,317289198,96.42
2017-09-01,59749,7350,0.12,18.89,2.32,329056355,316244367,96.11
2017-10-01,61846,7621,0.12,19.53,2.41,329056355,316597601,96.21
2017-11-01,57853,7370,0.13,18.33,2.34,329056355,315631050,95.92
2017-12-01,102608,16312,0.16,32.52,5.17,329056355,315515967,95.89
2018-01-01,62791,8276,0.13,19.43,2.56,330362587,323201225,97.83
2018-02-01,51885,7012,0.14,16.08,2.17,330362587,322649735,97.67
2018-03-01,55442,7458,0.13,17.19,2.31,330362587,322616047,97.66
2018-04-01,54301,7146,0.13,16.85,2.22,330362587,322317826,97.56
2018-05-01,58593,7737,0.13,18.19,2.4,330362587,322122428,97.51
2018-06-01,57951,7577,0.13,17.99,2.35,330362587,322150125,97.51
2018-07-01,61500,7935,0.13,19.11,2.47,330362587,321845126,97.42
2018-08-01,61473,8117,0.13,19.11,2.52,330362587,321681546,97.37
2018-09-01,59000,7273,0.12,18.36,2.26,330362587,321336329,97.27
2018-10-01,60193,7467,0.12,18.72,2.32,330362587,321628287,97.36
2018-11-01,56880,6970,0.12,17.7,2.17,330362587,321284170,97.25
2018-12-01,102374,16666,0.16,31.9,5.19,330362587,320946794,97.15
2019-01-01,56430,7722,0.14,17.58,2.41,331433049,321034556,96.86
2019-02-01,49155,6939,0.14,15.33,2.16,331433049,320731089,96.77
2019-03-01,51760,7026,0.14,16.13,2.19,331433049,320951671,96.84
2019-04-01,51225,6888,0.13,15.97,2.15,331433049,320815124,96.8
2019-05-01,55548,7387,0.13,17.32,2.3,331433049,320641836,96.74
2019-06-01,56070,7191,0.13,17.51,2.25,331433049,320185373,96.61
2019-07-01,59310,7685,0.13,18.98,2.46,331433049,312516800,94.29
2019-08-01,58708,7569,0.13,18.41,2.37,331433049,318966106,96.24
2019-09-01,55945,12093,0.22,17.68,3.82,331433049,316387434,95.46
2019-10-01,55630,7075,0.13,17.57,2.23,331433049,316615319,95.53
2019-11-01,53018,6484,0.12,16.76,2.05,331433049,316368334,95.45
2019-12-01,99655,15736,0.16,31.51,4.98,331433049,316223354,95.41
2020-01-01,57607,7653,0.13,17.93,2.38,332726731,321364533,96.59
2020-02-01,50682,6700,0.13,15.82,2.09,332726731,320452894,96.31
2020-03-01,53838,6941,0.13,16.83,2.17,332726731,319824638,96.12
2020-04-01,55960,7008,0.13,17.51,2.19,332726731,319557902,96.04
2020-05-01,59196,7562,0.13,18.54,2.37,332726731,319301928,95.97
2020-06-01,63799,6795,0.11,19.99,2.13,332726731,319149113,95.92
2020-07-01,68054,7795,0.11,21.35,2.45,332726731,318755373,95.8
2020-08-01,67897,7842,0.12,21.35,2.47,332726731,317957513,95.56
2020-09-01,64718,7247,0.11,20.4,2.28,332726731,317196835,95.33
2020-10-01,67907,7474,0.11,21.49,2.36,332726731,316064394,94.99
2020-11-01,66782,6854,0.1,21.06,2.16,332726731,317059539,95.29
2020-12-01,109410,16088,0.15,34.52,5.08,332726731,316905959,95.25
2021-01-01,49276,5715,0.12,20.2,2.34,335395039,243939691,72.73
2021-02-01,42959,5210,0.12,17.63,2.14,335395039,243709997,72.66
2021-03-01,43789,5696,0.13,17.65,2.3,335395039,248106468,73.97
2021-04-01,42902,5262,0.12,17.23,2.11,335395039,249052683,74.26
2021-05-01,48833,5329,0.11,19.59,2.14,335395039,249231878,74.31
2021-06-01,49569,5590,0.11,19.57,2.21,335395039,253322416,75.53
2021-07-01,54388,5988,0.11,21.48,2.37,335395039,253165261,75.48
2021-08-01,55817,5953,0.11,21.91,2.34,335395039,254770174,75.96
2021-09-01,55714,5726,0.1,21.82,2.24,335395039,255321647,76.13
2021-10-01,58241,5773,0.1,22.6,2.24,335395039,257742708,76.85
2021-11-01,56959,5328,0.09,22.13,2.07,335395039,257422081,76.75
2021-12-01,58686,5593,0.1,22.65,2.16,335395039,259123957,77.26
2022-01-01,75589,7355,0.1,24.33,2.37,336746447,310706805,92.27
2022-02-01,66779,6546,0.1,21.39,2.1,336746447,312255359,92.73
2022-03-01,71331,7209,0.1,22.54,2.28,336746447,316487244,93.98
2022-04-01,68633,6776,0.1,21.71,2.14,336746447,316079472,93.86
2022-05-01,72654,7056,0.1,22.98,2.23,336746447,316129951,93.88
2022-06-01,73665,7124,0.1,23.32,2.26,336746447,315888592,93.81
2022-07-01,81875,7589,0.09,25.93,2.4,336746447,315720574,93.76
2022-08-01,81314,7583,0.09,25.85,2.41,336746447,314552906,93.41
2022-09-01,76208,6712,0.09,24.35,2.15,336746447,312908255,92.92
2022-10-01,81365,6624,0.08,26.05,2.12,336746447,312359145,92.76
2022-11-01,76562,6382,0.08,24.53,2.04,336746447,312171964,92.7
2022-12-01,91024,9063,0.1,29.03,2.89,336746447,313539493,93.11
2023-01-01,83923,7407,0.09,26.69,2.36,338357687,314447541,92.93
2023-02-01,72469,6377,0.09,23.13,2.04,338357687,313250355,92.58
2023-03-01,78301,6998,0.09,24.86,2.22,338357687,314999945,93.1
2023-04-01,78239,6490,0.08,24.85,2.06,338357687,314784656,93.03
2023-05-01,88625,7382,0.08,28.17,2.35,338357687,314654901,92.99
2023-06-01,89832,7421,0.08,28.58,2.36,338357687,314362273,92.91
2023-07-01,97932,7486,0.08,31.28,2.39,338357687,313044054,92.52
2023-08-01,96441,7682,0.08,30.72,2.45,338357687,313965753,92.79
2023-09-01,86569,6748,0.08,27.63,2.15,338357687,313322278,92.6
2023-10-01,90138,6979,0.08,28.8,2.23,338357687,312936094,92.49
2023-11-01,81842,6374,0.08,26.33,2.05,338357687,310852582,91.87
2023-12-01,87528,7701,0.09,28.31,2.49,338357687,309170562,91.37
